0 -0.820677 0.00295119
1 -0.819282 0.00302774
2 -0.816011 0.0033122
3 -0.813815 0.0033393
4 -0.812648 0.00342778
5 -0.811058 0.00365268
6 -0.809394 0.00346909
7 -0.809087 0.00361377
8 -0.807407 0.00369338
9 -0.80489 0.00362928
10 -0.804377 0.00340317
11 -0.802579 0.00322823
12 -0.801386 0.00327244
13 -0.800685 0.00311742
14 -0.800233 0.0034029
15 -0.799992 0.00306628
16 -0.798061 0.00314332
17 -0.796977 0.00297091
18 -0.795313 0.00297132
19 -0.794867 0.00319967
20 -0.793136 0.00331479
21 -0.792854 0.0031897
22 -0.791457 0.00308062
23 -0.791565 0.0032265
24 -0.790791 0.00329197
25 -0.789977 0.00317021
26 -0.788771 0.00320148
27 -0.788924 0.00345603
28 -0.788513 0.00324863
29 -0.787648 0.00323671
30 -0.788017 0.00296188
31 -0.787283 0.0032053
32 -0.786043 0.00326912
33 -0.785889 0.00293375
34 -0.784875 0.00303628
35 -0.783552 0.00291936
36 -0.783161 0.0026391
37 -0.781634 0.00270261
38 -0.78248 0.00269932
39 -0.783057 0.00258217
40 -0.785019 0.00254509
41 -0.785621 0.00222396
42 -0.784516 0.0021345
43 -0.78513 0.00167266
44 -0.785485 0.0016923
45 -0.783345 0.00187242
46 -0.782901 0.00186017
47 -0.783142 0.00193713
48 -0.782848 0.00210886
49 -0.782012 0.00190233
50 -0.782473 0.00213212
51 -0.783124 0.00214436
52 -0.782544 0.0021137
53 -0.783122 0.00216748
54 -0.782776 0.00251386
55 -0.782627 0.00237935
56 -0.783081 0.00243759
57 -0.783895 0.00228106
58 -0.782441 0.00231987
59 -0.782085 0.00233123
60 -0.781642 0.00255494
61 -0.782578 0.00247806
62 -0.781944 0.00290969
63 -0.781309 0.00281542
64 -0.7806 0.00274953
65 -0.779659 0.0028948
66 -0.778589 0.00254902
67 -0.77769 0.00249407
68 -0.778739 0.00271954
69 -0.779477 0.0026836
70 -0.778936 0.00286962
71 -0.778477 0.00301198
72 -0.777813 0.00286897
73 -0.778099 0.00309018
74 -0.777063 0.00317456
75 -0.778456 0.00305062
76 -0.777971 0.00325338
77 -0.776419 0.00344993
78 -0.776022 0.00343566
79 -0.775543 0.00317822
80 -0.774747 0.00299911
81 -0.77587 0.00313313
82 -0.776205 0.00312388
83 -0.775266 0.00343401
84 -0.776099 0.00327406
85 -0.776851 0.00326183
86 -0.77725 0.0033337
87 -0.775831 0.00353895
88 -0.774914 0.0033709
89 -0.775041 0.00323332
90 -0.774989 0.00325972
91 -0.772651 0.00330611
92 -0.773265 0.00328743
93 -0.771819 0.00348677
94 -0.771484 0.00357466
95 -0.77137 0.00397925
96 -0.770456 0.00359974
97 -0.771534 0.00381879
98 -0.77071 0.00373335
99 -0.770515 0.00361226
100 -0.771182 0.00352263
101 -0.771462 0.00347427
102 -0.771544 0.00357561
103 -0.773899 0.00355146
