           1      1.8169      1.8169           0
           2     1.76706     1.79198   0.0176213
           3     1.76951     1.78449   0.0132439
           4      1.7987     1.78804   0.0103988
           5     1.82524     1.79548   0.0106536
           6     1.78949     1.79448  0.00892467
           7     1.80795     1.79641  0.00785429
           8     1.83636      1.8014  0.00830993
           9     1.80749     1.80208  0.00741411
          10     1.77907     1.79978  0.00702049
          11     1.80591     1.80033   0.0064044
          12     1.79121     1.79957  0.00591565
          13     1.79539     1.79925  0.00546934
          14     1.82169     1.80086  0.00530824
          15     1.77386     1.79906  0.00525062
          16     1.76049     1.79665  0.00544774
          17     1.76663     1.79488   0.0054059
          18     1.79316     1.79478  0.00510642
          19      1.8342     1.79686  0.00524218
          20     1.82646     1.79834  0.00518481
          21     1.80766     1.79878  0.00495687
          22     1.77191     1.79756  0.00487969
          23     1.77049     1.79638  0.00480735
          24     1.77795     1.79562    0.004668
          25     1.77985     1.79499  0.00452368
          26     1.78021     1.79442  0.00438526
          27     1.82592     1.79558  0.00437534
          28     1.82586     1.79666  0.00435065
          29     1.83528       1.798  0.00439972
          30     1.87233     1.80047   0.0049013
          31     1.87256      1.8028  0.00526594
          32     1.84842     1.80423  0.00529085
          33      1.8503     1.80562  0.00531152
          34     1.90732     1.80861  0.00593805
          35      1.9157     1.81167  0.00650915
          36     1.88932     1.81383   0.0066761
          37     1.84308     1.81462  0.00654232
          38     1.86313      1.8159  0.00649352
          39     1.91362      1.8184  0.00679331
          40     1.91579     1.82084  0.00704626
          41     1.83987      1.8213  0.00688967
          42     1.84009     1.82175  0.00674015
          43     1.84053     1.82218  0.00659753
          44     1.81118     1.82193  0.00645233
          45     1.84282      1.8224  0.00632561
          46     1.80746     1.82207  0.00619642
          47      1.8073     1.82176  0.00607255
          48     1.77633     1.82081  0.00601935
          49     1.78656     1.82011  0.00593696
          50     1.75957      1.8189  0.00594043
          51     1.75859     1.81772  0.00594049
          52     1.80052     1.81739  0.00583546
          53     1.79525     1.81697  0.00574028
          54     1.79219     1.81651   0.0056523
          55     1.77945     1.81584  0.00558955
          56     1.77574     1.81512  0.00553541
          57     1.80833       1.815  0.00543959
          58      1.8411     1.81545  0.00536437
          59     1.83975     1.81587  0.00528923
          60     1.85143     1.81646  0.00523418
          61     1.80138     1.81621  0.00515421
          62     1.81684     1.81622  0.00507109
          63      1.7833      1.8157  0.00501745
          64     1.78238     1.81518  0.00496599
          65     1.78392      1.8147  0.00491282
          66     1.77223     1.81405  0.00488033
          67     1.81007     1.81399  0.00480786
          68     1.81401     1.81399  0.00473715
          69     1.77747     1.81347  0.00469798
          70     1.81345     1.81347  0.00463087
          71     1.82508     1.81363  0.00456853
          72      1.7948     1.81337  0.00451256
          73     1.83236     1.81363  0.00445823
          74     1.79848     1.81342  0.00440269
          75     1.77135     1.81286  0.00437957
          76     1.78772     1.81253  0.00433442
          77     1.80114     1.81238  0.00428065
          78     1.83147     1.81263  0.00423276
          79     1.84042     1.81298  0.00419377
          80     1.83259     1.81322  0.00414851
          81     1.82112     1.81332  0.00409844
          82     1.80715     1.81325  0.00404915
          83     1.82688     1.81341  0.00400369
          84     1.85138     1.81386  0.00398147
          85     1.80527     1.81376  0.00393591
          86     1.77104     1.81327  0.00392137
          87     1.81135     1.81324  0.00387636
          88     1.85787     1.81375  0.00386534
          89     1.86723     1.81435  0.00386832
          90     1.83336     1.81456   0.0038311
          91     1.78608     1.81425  0.00380176
          92     1.80154     1.81411  0.00376295
          93     1.78686     1.81382  0.00373388
          94     1.77708     1.81343  0.00371456
          95      1.7537      1.8128  0.00372829
          96     1.75337     1.81218   0.0037405
          97     1.78003     1.81185  0.00371659
          98     1.79152     1.81164  0.00368445
          99     1.83482     1.81187  0.00365466
         100     1.84806     1.81224  0.00363598
