           1     1.21634     1.21634           0
           2     1.20799     1.21217  0.00295165
           3     1.22026     1.21486  0.00295357
           4     1.21872     1.21583  0.00236701
           5     1.20202     1.21307  0.00311224
           6     1.21891     1.21404  0.00274175
           7     1.21869      1.2147  0.00242935
           8     1.21225      1.2144  0.00214491
           9       1.221     1.21513  0.00202814
          10     1.21697     1.21532  0.00183365
          11      1.2124     1.21505  0.00168597
          12     1.21662     1.21518  0.00155056
          13     1.20269     1.21422  0.00170309
          14     1.22344     1.21488  0.00170408
          15     1.21788     1.21508  0.00160217
          16     1.21645     1.21516  0.00150431
          17     1.20807     1.21475  0.00147258
          18     1.22143     1.21512  0.00143686
          19     1.20268     1.21446  0.00150304
          20     1.21155     1.21432  0.00143495
          21     1.21388      1.2143  0.00136678
          22     1.20529     1.21389  0.00136462
          23     1.21398     1.21389   0.0013053
          24     1.23146     1.21462  0.00144172
          25     1.20991     1.21444  0.00139634
          26     1.22221     1.21473  0.00137432
          27     1.20719     1.21445  0.00135155
          28     1.22565     1.21485  0.00136114
          29     1.20533     1.21453  0.00135322
          30     1.22165     1.21476  0.00132877
          31     1.20989     1.21461  0.00129519
          32     1.21729     1.21469  0.00125743
          33     1.21116     1.21458  0.00122387
          34     1.21174      1.2145  0.00119073
          35     1.21962     1.21465  0.00116565
          36     1.21673      1.2147  0.00113471
          37     1.21307     1.21466   0.0011049
          38     1.21922     1.21478  0.00108233
          39     1.21768     1.21485  0.00105714
          40     1.20996     1.21473  0.00103777
          41     1.21833     1.21482  0.00101615
          42     1.21257     1.21477 0.000993365
          43      1.2203     1.21489 0.000978575
          44     1.22119     1.21504 0.000966724
          45     1.21556     1.21505  0.00094531
          46     1.21811     1.21512 0.000927095
          47     1.20992     1.21501 0.000913943
          48     1.22005     1.21511 0.000900918
          49     1.20904     1.21499 0.000891005
          50     1.20553      1.2148 0.000893034
          51     1.22781     1.21505 0.000911221
          52     1.19858     1.21474 0.000947169
          53     1.21572     1.21475 0.000929479
          54      1.2029     1.21453 0.000937814
          55     1.22382      1.2147 0.000935851
          56     1.20794     1.21458 0.000926907
          57     1.23666     1.21497 0.000988243
          58     1.19213     1.21458  0.00104675
          59     1.22215      1.2147  0.00103685
          60     1.20978     1.21462  0.00102281
          61      1.2072      1.2145  0.00101326
          62     1.21931     1.21458 0.000999886
          63     1.20952      1.2145 0.000987234
          64     1.21938     1.21457 0.000974749
          65     1.21588     1.21459 0.000959962
          66     1.20956     1.21452 0.000948444
          67     1.20644      1.2144 0.000941917
          68     1.22796      1.2146 0.000948956
          69     1.20042     1.21439 0.000957186
          70     1.21498      1.2144 0.000943548
          71     1.21474      1.2144 0.000930271
          72     1.22472     1.21455 0.000928309
          73     1.21461     1.21455 0.000915593
          74      1.2255      1.2147 0.000915109
          75     1.19968      1.2145  0.00092456
          76     1.22856     1.21468 0.000930722
          77     1.20661     1.21458 0.000924526
          78     1.22043     1.21465 0.000915718
          79     1.21025      1.2146 0.000905817
          80     1.21304     1.21458 0.000894702
          81     1.22352     1.21469 0.000890442
          82     1.20637     1.21459 0.000885344
          83     1.22041     1.21466 0.000877451
          84     1.20128      1.2145  0.00088134
          85      1.2284     1.21466 0.000886014
          86     1.20757     1.21458 0.000879538
          87     1.21907     1.21463 0.000870942
          88     1.20926     1.21457 0.000863181
          89     1.22551     1.21469 0.000862197
          90     1.21137     1.21465 0.000853407
          91     1.20972      1.2146 0.000845748
          92     1.21226     1.21457 0.000836937
          93     1.21299     1.21456  0.00082811
          94     1.21741     1.21459 0.000819858
          95     1.21324     1.21457 0.000811351
          96     1.21839     1.21461  0.00080387
          97     1.21716     1.21464  0.00079601
          98     1.20786     1.21457 0.000790892
          99     1.21298     1.21455 0.000783065
         100     1.23143     1.21472 0.000793204
