10;7.9948
20;8.04168
30;8.04912
40;8.01946
50;7.96417
60;7.89116
70;7.81134
80;7.72675
90;7.64186
100;7.56248
110;7.49174
120;7.4533
130;7.44316
140;7.46894
150;7.53112
160;7.61366
170;7.71261
180;7.80999
190;7.89204
200;7.95098
210;7.9876
220;8.00278
230;8.00546
240;8.00171
250;7.98784
260;7.97365
270;7.957
280;7.93853
290;7.91031
300;7.87863
310;7.84533
320;7.80113
330;7.75026
340;7.69246
350;7.63115
360;7.57429
370;7.53421
380;7.51582
390;7.53135
400;7.57538
410;7.64288
420;7.73136
430;7.82847
440;7.9174
450;7.99013
460;8.02498
470;8.01452
480;7.96421
490;7.88595
500;7.80068
510;7.72155
520;7.66261
530;7.62732
540;7.616
550;7.60856
560;7.59853
570;7.58729
580;7.57871
590;7.58578
600;7.62248
610;7.69398
620;7.79707
630;7.91644
640;8.02028
650;8.09003
660;8.08809
670;8.01835
680;7.90459
690;7.78036
700;7.66396
710;7.56835
720;7.50275
730;7.47313
740;7.46931
750;7.49698
760;7.54023
770;7.5998
780;7.67553
790;7.74619
800;7.80891
810;7.85727
820;7.87693
830;7.8717
840;7.84598
850;7.81649
860;7.79752
870;7.79296
880;7.79742
890;7.81571
900;7.82912
910;7.82881
920;7.81858
930;7.80445
940;7.78858
950;7.79259
960;7.80887
970;7.83751
980;7.87803
990;7.91955
1000;7.9603
1010;7.98442
1020;7.99371
1030;7.98805
1040;7.96865
1050;7.94677
1060;7.91964
1070;7.88254
1080;7.84179
1090;7.79844
1100;7.76255
1110;7.73093
1120;7.72448
1130;7.73762
1140;7.77437
1150;7.82498
1160;7.88524
1170;7.94515
1180;7.98759
1190;8.00106
1200;7.97695
1210;7.91737
1220;7.8337
1230;7.74327
1240;7.65482
1250;7.57226
1260;7.48989
1270;7.42225
1280;7.36164
1290;7.31713
1300;7.28451
1310;7.26929
1320;7.29047
1330;7.34696
1340;7.4437
1350;7.57641
1360;7.73041
1370;7.89843
1380;8.0541
1390;8.18904
1400;8.27621
1410;8.29799
1420;8.25447
1430;8.16622
1440;8.0515
1450;7.93616
1460;7.84074
1470;7.77257
1480;7.73356
1490;7.73346
1500;7.75436
1510;7.80187
1520;7.86512
1530;7.92928
1540;7.99785
1550;8.04106
1560;8.06391
1570;8.07151
1580;8.06734
1590;8.05652
1600;8.05622
1610;8.06821
1620;8.08265
1630;8.09541
1640;8.09502
1650;8.06554
1660;8.01067
1670;7.93347
1680;7.83357
1690;7.72488
1700;7.61798
1710;7.52811
1720;7.44957
1730;7.39714
1740;7.37242
1750;7.36644
1760;7.37748
1770;7.40358
1780;7.44122
1790;7.48578
1800;7.53505
1810;7.59704
1820;7.669
1830;7.74797
1840;7.82673
1850;7.91009
1860;7.98119
1870;8.03896
1880;8.06935
1890;8.0844
1900;8.08333
1910;8.07321
1920;8.0558
1930;8.03274
1940;8.00085
1950;7.95051
1960;7.8828
1970;7.79293
1980;7.68758
1990;7.57997
2000;7.48698
2010;7.41108
2020;7.37695
2030;7.37844
2040;7.42782
2050;7.51454
2060;7.63445
2070;7.76669
2080;7.9088
2090;8.03303
2100;8.10867
2110;8.14739
2120;8.14378
2130;8.11999
2140;8.09301
2150;8.07999
2160;8.07919
2170;8.08928
2180;8.10466
2190;8.12275
2200;8.12837
2210;8.11251
2220;8.08074
2230;8.02408
2240;7.952
2250;7.86921
2260;7.77705
2270;7.68842
2280;7.59972
2290;7.51535
2300;7.4466
2310;7.40206
2320;7.39253
2330;7.42138
2340;7.48182
2350;7.57306
2360;7.67459
2370;7.77501
2380;7.86337
2390;7.92995
2400;7.96586
2410;7.97812
2420;7.96072
2430;7.91546
2440;7.83738
2450;7.73064
2460;7.61136
2470;7.49779
2480;7.40405
2490;7.35241
2500;7.33884
2510;7.36748
2520;7.42048
2530;7.49449
2540;7.58606
2550;7.6771
2560;7.76601
2570;7.83497
2580;7.88019
2590;7.9021
2600;7.89573
2610;7.88158
2620;7.85804
2630;7.82549
2640;7.78379
2650;7.74089
2660;7.70199
2670;7.67759
2680;7.67046
2690;7.69742
2700;7.75274
2710;7.82902
2720;7.92835
2730;8.0294
2740;8.12481
2750;8.19106
2760;8.21944
2770;8.20047
2780;8.14598
2790;8.05845
2800;7.9521
2810;7.83943
2820;7.73627
2830;7.64576
2840;7.56978
2850;7.51901
2860;7.49203
2870;7.49333
2880;7.52252
2890;7.57092
2900;7.6342
2910;7.70412
2920;7.78097
2930;7.8374
2940;7.87406
2950;7.88896
2960;7.89227
2970;7.89096
2980;7.89729
2990;7.9131
3000;7.94363
3010;7.98411
3020;8.01618
3030;8.03704
3040;8.03099
3050;7.98805
3060;7.91433
3070;7.81585
3080;7.71529
3090;7.61819
3100;7.54765
3110;7.49453
3120;7.47331
3130;7.48019
3140;7.52992
3150;7.62799
3160;7.75243
3170;7.90549
3180;8.06578
3190;8.21512
3200;8.33821
3210;8.41514
3220;8.43531
3230;8.39324
3240;8.30446
3250;8.17445
3260;8.03512
3270;7.9069
3280;7.80571
3290;7.75035
3300;7.73884
3310;7.76119
3320;7.79264
3330;7.83621
3340;7.87574
3350;7.9126
3360;7.95353
3370;7.9916
3380;8.02018
3390;8.03753
3400;8.03937
3410;8.01368
3420;7.96634
3430;7.89888
3440;7.83364
3450;7.75732
3460;7.6875
3470;7.6328
3480;7.59786
3490;7.59694
3500;7.62654
3510;7.69294
3520;7.76729
3530;7.8475
3540;7.9236
3550;7.9833
3560;8.02568
3570;8.04566
3580;8.04
3590;8.00847
3600;7.95068
3610;7.89086
3620;7.83995
3630;7.79951
3640;7.76608
3650;7.74096
3660;7.71829
3670;7.69656
3680;7.68857
3690;7.68623
3700;7.69406
3710;7.6994
3720;7.70114
3730;7.69594
3740;7.6803
3750;7.65997
3760;7.63738
3770;7.61837
3780;7.61859
3790;7.62769
3800;7.64642
3810;7.67016
3820;7.68575
3830;7.70042
3840;7.71809
3850;7.74944
3860;7.79276
3870;7.83277
3880;7.85129
3890;7.84717
3900;7.81387
3910;7.75795
3920;7.69077
3930;7.62083
3940;7.54891
3950;7.48975
3960;7.44155
3970;7.42478
3980;7.43422
3990;7.46812
4000;7.52846
4010;7.60015
4020;7.67573
4030;7.75538
4040;7.83787
4050;7.9157
4060;7.99759
4070;8.07393
4080;8.13336
4090;8.16654
4100;8.16277
4110;8.12936
4120;8.06646
4130;7.98223
4140;7.89195
4150;7.81742
4160;7.75558
4170;7.72428
4180;7.72282
4190;7.75406
4200;7.79864
4210;7.8523
4220;7.9061
4230;7.93626
4240;7.95056
4250;7.95641
4260;7.96224
4270;7.97793
4280;8.00534
4290;8.03355
4300;8.05589
4310;8.06495
4320;8.0554
4330;8.02839
4340;7.98292
4350;7.92032
4360;7.8567
4370;7.78873
4380;7.73275
4390;7.69015
4400;7.67543
4410;7.67879
4420;7.70418
4430;7.75669
4440;7.81248
4450;7.87856
4460;7.93759
4470;7.97992
4480;8.01254
4490;8.02685
4500;8.03527
4510;8.03356
4520;8.01784
4530;7.99476
4540;7.94973
4550;7.89528
4560;7.82305
4570;7.73463
4580;7.63252
4590;7.52238
4600;7.40907
4610;7.30218
4620;7.2136
4630;7.15153
4640;7.13247
4650;7.15762
4660;7.21649
4670;7.3101
4680;7.42678
4690;7.56495
4700;7.7149
4710;7.87318
4720;8.02209
4730;8.16526
4740;8.29297
4750;8.40513
4760;8.48135
4770;8.51703
4780;8.49448
4790;8.41207
4800;8.26208
4810;8.06694
4820;7.8545
4830;7.64963
4840;7.47932
4850;7.36368
4860;7.29922
4870;7.3003
4880;7.3545
4890;7.46252
4900;7.61493
4910;7.80192
4920;8.0095
4930;8.20623
4940;8.35966
4950;8.45389
4960;8.48474
4970;8.44992
4980;8.37143
4990;8.25653
5000;8.10992
5010;7.9482
5020;7.77924
5030;7.6157
5040;7.4691
5050;7.34533
5060;7.25225
5070;7.18497
5080;7.16059
5090;7.18275
5100;7.24328
5110;7.34799
5120;7.46706
5130;7.59314
5140;7.70769
5150;7.79617
5160;7.8649
5170;7.90853
5180;7.93903
5190;7.9697
5200;8.00048
5210;8.04281
5220;8.09928
5230;8.15387
5240;8.20154
5250;8.22105
5260;8.21029
5270;8.16213
5280;8.0719
5290;7.96395
5300;7.83488
5310;7.70093
5320;7.58489
5330;7.50056
5340;7.44701
5350;7.42238
5360;7.42972
5370;7.4626
5380;7.5127
5390;7.56625
5400;7.64023
5410;7.72997
5420;7.83786
5430;7.95619
5440;8.07374
5450;8.17399
5460;8.23313
5470;8.22861
5480;8.16734
5490;8.05751
5500;7.92942
5510;7.79943
5520;7.69598
5530;7.63511
5540;7.62171
5550;7.64916
5560;7.69833
5570;7.75049
5580;7.79986
5590;7.82464
5600;7.83585
5610;7.81779
5620;7.7759
5630;7.707
5640;7.61001
5650;7.47864
5660;7.3275
5670;7.16777
5680;7.01908
5690;6.90623
5700;6.857
5710;6.87738
5720;6.9743
5730;7.14623
5740;7.38202
5750;7.65646
5760;7.94631
5770;8.21541
5780;8.43311
5790;8.57801
5800;8.6322
5810;8.60393
5820;8.51262
5830;8.37795
5840;8.22471
5850;8.08279
5860;7.95935
5870;7.87501
5880;7.80982
5890;7.77597
5900;7.76359
5910;7.76355
5920;7.77118
5930;7.77696
5940;7.77584
5950;7.7739
5960;7.7717
5970;7.76498
5980;7.77132
5990;7.77107
6000;7.76013
6010;7.74924
6020;7.74379
6030;7.727
6040;7.72009
6050;7.7103
6060;7.69313
6070;7.65919
6080;7.62249
6090;7.57975
6100;7.54185
6110;7.51372
6120;7.50503
6130;7.51523
6140;7.53093
6150;7.5548
6160;7.58581
6170;7.62212
6180;7.65391
6190;7.68903
6200;7.70721
6210;7.69775
6220;7.64903
6230;7.55969
6240;7.44169
6250;7.32098
6260;7.22284
6270;7.15515
6280;7.12514
6290;7.14987
6300;7.21735
6310;7.3255
6320;7.46487
6330;7.61972
6340;7.77463
6350;7.91929
6360;8.03384
6370;8.1105
6380;8.14545
6390;8.14065
6400;8.10746
6410;8.06793
6420;8.0352
6430;8.02532
6440;8.04415
6450;8.08049
6460;8.12322
6470;8.16126
6480;8.18229
6490;8.1773
6500;8.14436
6510;8.08676
6520;8.01176
6530;7.93857
6540;7.86948
6550;7.8001
6560;7.74199
6570;7.67618
6580;7.59664
6590;7.50906
6600;7.40983
6610;7.31107
6620;7.2243
6630;7.16851
6640;7.14672
6650;7.15817
6660;7.2161
6670;7.31866
6680;7.44772
6690;7.60864
6700;7.77599
6710;7.94042
6720;8.08572
