           1     -4.8957     -4.8957           0
           2    -4.92639    -4.91104   0.0108507
           3    -4.92527    -4.91579  0.00820496
           4     -4.9726    -4.92999   0.0137549
           5    -5.03813    -4.95162   0.0222548
           6    -5.03607    -4.96569   0.0225617
           7    -5.01897     -4.9733   0.0205824
           8    -5.10822    -4.99017   0.0239417
           9    -5.06045    -4.99798   0.0225192
          10    -5.03231    -5.00141   0.0205273
          11    -5.00539    -5.00177   0.0186644
          12     -4.9674    -4.99891   0.0173275
          13    -5.09877    -5.00659   0.0176153
          14    -5.01384    -5.00711   0.0163646
          15     -5.1077    -5.01381    0.016591
          16    -5.06003     -5.0167   0.0158036
          17     -4.9336    -5.01182   0.0156117
          18    -4.97761    -5.00991   0.0148596
          19    -4.99065     -5.0089   0.0141121
          20    -5.05644    -5.01128   0.0136051
          21    -4.84628    -5.00342    0.015056
          22    -4.97375    -5.00207   0.0144319
          23    -5.08555     -5.0057   0.0142535
          24    -5.10698    -5.00992   0.0142707
          25    -5.02185     -5.0104   0.0137078
          26    -5.06998    -5.01269   0.0133708
          27    -5.01624    -5.01282   0.0128762
          28    -5.02434    -5.01323   0.0124229
          29    -5.03509    -5.01399   0.0120174
          30    -4.95824    -5.01213   0.0117596
          31    -5.02492    -5.01254   0.0113875
          32    -4.91568    -5.00951   0.0114268
          33    -4.96285     -5.0081   0.0111676
          34    -5.04524    -5.00919   0.0108925
          35    -5.08682    -5.01141   0.0108047
          36    -5.15869     -5.0155   0.0112524
          37    -5.08562     -5.0174   0.0111067
          38    -5.14735    -5.02082   0.0113287
          39    -5.02933    -5.02103   0.0110404
          40    -4.92597    -5.01866   0.0110172
          41    -4.97564    -5.01761   0.0107983
          42    -4.95406     -5.0161   0.0106467
          43    -4.95634    -5.01471   0.0104894
          44    -4.98338    -5.01399   0.0102751
          45     -5.1016    -5.01594   0.0102296
          46     -5.1374    -5.01858   0.0103424
          47    -5.09755    -5.02026   0.0102579
          48    -4.87919    -5.01732   0.0104568
          49    -5.05884    -5.01817   0.0102777
          50     -5.0151    -5.01811   0.0100723
          51    -4.96292    -5.01703  0.00993275
          52    -4.98377    -5.01639   0.0097623
          53     -5.0265    -5.01658  0.00957998
          54    -5.05171    -5.01723  0.00942464
          55    -5.03336    -5.01752  0.00925784
          56    -5.01893    -5.01755  0.00909256
          57    -5.08366    -5.01871   0.0090067
          58    -4.90787     -5.0168  0.00905186
          59    -4.93301    -5.01538  0.00900915
          60    -4.95696     -5.0144  0.00891144
          61    -5.03911    -5.01481  0.00877455
          62    -4.97925    -5.01423  0.00865174
          63    -5.02988    -5.01448  0.00851798
          64    -4.97446    -5.01386  0.00840781
          65    -4.93319    -5.01262  0.00836954
          66    -5.01863    -5.01271  0.00824322
          67     -4.9588     -5.0119  0.00815936
          68    -4.95865    -5.01112  0.00807686
          69    -5.09986    -5.01241  0.00806155
          70    -4.90573    -5.01088  0.00808916
          71    -5.03721    -5.01125  0.00798372
          72    -5.06124    -5.01195  0.00790297
          73    -4.98418    -5.01157  0.00780386
          74    -5.12504     -5.0131  0.00784761
          75    -5.04222    -5.01349  0.00775257
          76    -4.96985    -5.01291  0.00767179
          77    -4.99847    -5.01273  0.00757445
          78    -5.12998    -5.01423  0.00762506
          79     -5.0522    -5.01471  0.00754367
          80    -5.06335    -5.01532  0.00747383
          81    -5.02134    -5.01539  0.00738193
          82    -5.02262    -5.01548  0.00729243
          83     -5.0287    -5.01564  0.00720631
          84    -5.13667    -5.01708  0.00726314
          85    -4.96104    -5.01642  0.00720755
          86    -4.87618    -5.01479   0.0073059
          87    -4.97421    -5.01432   0.0072368
          88    -5.04083    -5.01463  0.00716083
          89    -4.99057    -5.01435  0.00708547
          90    -5.04649    -5.01471  0.00701574
          91     -4.9097    -5.01356  0.00703291
          92    -4.87298    -5.01203  0.00712051
          93    -5.03406    -5.01227  0.00704789
          94    -5.06261     -5.0128  0.00699322
          95    -5.09762     -5.0137  0.00697637
          96    -5.07349    -5.01432  0.00693144
          97    -5.02026    -5.01438  0.00686026
          98    -5.00829    -5.01432  0.00679053
          99    -5.02988    -5.01447  0.00672376
         100    -5.12823    -5.01561  0.00675206
