1.22636;-0.137905;-0.194485
-0.638163;-0.137905;-0.194485
-0.638163;-0.137905;-0.194485
-0.638163;-0.137905;-0.194485
0.4112;-0.137905;-0.194485
0.4112;-0.137905;-0.194485
0.4112;-0.137905;-0.194485
0.4112;-0.137905;-0.194485
0.4112;-0.137905;-0.194485
0.4112;-0.137905;-0.194485
0.4112;-0.137905;-0.194485
0.4112;-0.137905;-0.194485
0.4112;-0.137905;-0.194485
0.4112;-0.137905;-0.194485
0.4112;-0.137905;-0.194485
0.4112;-0.137905;-0.194485
0.4112;-0.137905;-0.194485
0.4112;-0.137905;-0.194485
0.4112;-0.137905;-0.194485
-0.427931;-0.137905;-0.194485
-0.427931;-0.137905;-0.194485
-0.427931;-0.137905;-0.194485
-0.427931;-0.137905;-0.194485
-0.427931;-0.137905;-0.194485
-0.427931;-0.137905;0.880226
-0.427931;-0.137905;0.880226
-0.427931;-0.137905;0.880226
-0.427931;-0.98618;0.880226
-1.01486;-0.98618;0.880226
-1.01486;0.56322;0.880226
-1.01486;0.56322;0.880226
-1.01486;0.56322;0.880226
-1.01486;0.56322;0.880226
-1.01486;0.56322;0.880226
0.218987;0.56322;0.880226
-0.0937885;0.56322;0.880226
0.91063;0.56322;0.880226
0.91063;0.56322;0.880226
0.91063;0.56322;0.880226
0.91063;0.56322;0.880226
-0.593632;0.56322;0.880226
-0.593632;0.56322;2.3988
0.446987;0.56322;2.3988
0.446987;0.56322;2.3988
-0.881267;0.56322;2.3988
-0.881267;0.56322;2.3988
-0.533917;0.56322;2.3988
-0.533917;2.06218;2.3988
-0.533917;2.06218;2.3988
-0.533917;2.06218;0.578379
-0.533917;2.06218;0.578379
1.03705;2.06218;0.578379
1.03705;0.724156;0.578379
1.03705;0.724156;0.578379
1.03705;0.724156;0.578379
1.03705;0.724156;-0.210907
1.03705;0.724156;1.32258
1.03705;0.724156;1.32258
1.03705;-1.07778;1.32258
1.03705;-1.07778;1.32258
1.03705;-1.07778;0.257258
1.03705;-1.07778;0.257258
1.03705;-1.07778;-0.443916
1.03705;-1.07778;-0.443916
2.75928;-1.07778;-0.443916
2.75928;-1.46734;-0.443916
0.382312;-1.46734;-0.443916
-1.14052;-1.46734;-0.443916
-1.14052;-1.46734;-0.443916
-1.14052;-1.46734;-1.2295
-1.14052;-0.347166;-1.2295
-1.14052;-0.347166;-1.2295
1.24372;-0.347166;-1.2295
1.24372;-0.347166;-1.2295
1.24372;0.782011;-1.2295
1.24372;0.782011;-0.0948559
1.24372;-0.0642648;-0.0948559
0.410562;-0.0642648;-0.0948559
0.410562;-0.0642648;-0.0948559
0.410562;-0.0642648;-0.0948559
0.410562;-0.0642648;-0.0948559
0.410562;-0.0642648;-0.0948559
0.410562;-0.0642648;-0.0948559
0.410562;-0.0642648;-0.0948559
0.410562;-0.0642648;-0.0948559
0.410562;-0.0642648;-0.0948559
0.410562;-0.0642648;-0.0948559
0.410562;-0.0642648;-1.04559
0.410562;-0.0642648;-1.04559
0.410562;-0.0642648;-1.04559
-0.658849;-0.0642648;-1.04559
-0.658849;-0.0642648;-1.30924
-0.658849;-0.0642648;-1.30924
-0.658849;-0.890815;-1.30924
-0.658849;-0.890815;0.369976
-0.658849;-0.890815;0.369976
-0.658849;-0.890815;0.369976
-0.658849;-0.890815;0.369976
-0.658849;-2.16041;0.369976
-0.658849;-2.16041;0.369976
-0.658849;-2.16041;0.369976
-0.658849;-2.16041;0.956802
-0.658849;-2.16041;0.956802
-0.658849;-2.16041;0.956802
-0.53386;-2.16041;0.956802
-0.53386;-2.16041;0.956802
-0.53386;-2.16041;0.108348
1.0254;-2.16041;0.108348
1.0254;-2.16041;0.108348
1.0254;-2.16041;0.108348
1.0254;-1.11783;0.108348
1.0254;-1.11783;0.108348
1.0254;-0.066629;0.108348
1.0254;-0.066629;0.108348
1.0254;-1.68308;0.108348
1.0254;-1.68308;0.108348
1.0254;-1.68308;-0.169387
1.0254;-0.33812;-0.169387
1.0254;-0.33812;0.728574
1.0254;-0.33812;0.728574
0.0649312;-0.33812;0.728574
0.0649312;-1.34215;0.728574
0.0649312;-1.34215;0.728574
0.0649312;-1.34215;0.728574
0.0649312;-1.34215;0.728574
0.905306;-1.34215;0.728574
0.905306;-1.34215;0.728574
0.905306;-1.34215;0.728574
0.905306;-1.34215;0.728574
0.905306;-1.34215;0.728574
0.905306;-1.34215;0.175065
1.95617;-1.34215;0.175065
1.95617;-0.111607;0.175065
1.95617;-0.111607;0.175065
1.95617;-0.111607;1.72616
0.600146;-0.111607;1.72616
0.600146;-0.111607;1.72616
0.600146;-0.111607;1.72616
0.600146;-0.111607;1.72616
0.600146;-0.111607;1.72616
0.600146;-0.111607;1.08921
-1.36024;-0.111607;1.08921
-1.36024;-0.111607;1.08921
-0.462104;-0.111607;1.08921
0.71032;-0.111607;1.08921
0.71032;-0.111607;2.50569
0.71032;1.10723;2.50569
0.71032;1.10723;2.50569
0.71032;1.10723;2.50569
2.23798;1.10723;2.50569
1.5337;1.10723;2.50569
1.5337;1.10723;2.50569
1.5337;1.10723;2.50569
1.5337;1.10723;2.50569
-0.610031;1.10723;2.50569
-0.610031;2.349;2.50569
-0.610031;1.21989;2.50569
-0.610031;0.0307051;2.50569
-1.36659;0.0307051;2.50569
-1.36659;0.0307051;2.50569
-0.0231162;0.0307051;2.50569
-0.0231162;0.734951;2.50569
-0.0231162;0.734951;1.51929
-0.0231162;0.734951;0.340741
-0.0231162;-0.362902;0.340741
-0.0231162;-0.362902;-0.475532
-0.0231162;-0.362902;-1.25656
-0.0231162;-0.362902;-1.25656
0.710399;-0.362902;-1.25656
0.710399;-0.362902;0.164343
0.710399;-0.362902;-1.40787
-1.25897;-0.362902;-1.40787
-1.25897;-0.362902;-1.40787
-2.37723;-0.362902;-1.40787
-2.37723;-0.362902;-1.40787
-2.37723;-0.362902;-1.40787
-2.37723;0.492932;-1.40787
-2.37723;0.492932;-1.40787
-2.37723;-0.676864;-1.40787
-2.37723;0.336301;-1.40787
-2.37723;1.80385;-1.40787
-2.37723;1.80385;-1.40787
-2.37723;1.80385;-1.98561
-2.37723;0.456456;-1.98561
-2.37723;0.456456;-1.98561
-1.61829;0.456456;-1.98561
0.368129;0.456456;-1.98561
0.368129;1.33757;-1.98561
0.368129;1.33757;-1.98561
0.368129;1.33757;0.0883039
-1.03041;1.33757;0.0883039
-1.03041;1.33757;0.0883039
-1.03041;1.33757;0.0883039
-1.03041;1.33757;0.0883039
-1.03041;0.254062;0.0883039
-1.03041;0.254062;0.0883039
-1.03041;0.254062;0.0883039
